,movieId,title,genres,scores
6008,56176,alvin and the chipmunks,Children Comedy,0.6178244944108591
8243,160567,mike & dave need wedding dates,Comedy,0.6178036688037194
400,484,lassie,Adventure Children,0.6174688463133609
7267,100714,before midnight,Drama Romance,0.6161633818015395
7831,130634,furious 7,Action Crime Thriller,0.6158694352503254
5747,49263,fuck,Comedy Documentary,0.6151276369767146
6598,77206,diary of a wimpy kid,Children Comedy,0.6148274875100844
6845,86815,soul surfer,Action Drama,0.6148274875100844
7241,99764,it's such a beautiful day,Animation Comedy Drama Fantasy Sci-Fi,0.6148274875100844
6193,61729,ghost town,Comedy Fantasy Romance,0.6141923762172835
7596,113378,"giver, the",Drama Sci-Fi,0.6138495517168642
8465,176601,black,(no genres listed),0.6137041349622167
8535,185135,sherlock - a study in pink,Crime,0.6137041349622167
1545,2166,return to paradise,Crime Drama Romance Thriller,0.6129234181308267
4652,7924,stray dog (nora inu),Drama Film-Noir Thriller,0.6127468927057225
3966,6234,equus,Drama Mystery,0.6127468927057225
4243,6817,"white hunter, black heart",Adventure Drama,0.6120111085883246
5458,37739,"greatest game ever played, the",Drama,0.6120111085883246
6217,62799,"express, the",Drama,0.6120111085883246
514,635,"family thing, a",Comedy Drama,0.6120111085883246
4062,6428,two mules for sister sara,Comedy War Western,0.6120111085883246
4779,8484,"human condition i, the (ningen no joken i)",Drama War,0.6119885597200403
8424,173317,shadow world,Documentary,0.6119885597200403
6998,91784,girl walks into a bar,Comedy Drama Fantasy,0.6119885597200403
8233,159976,pelé: birth of a legend,Drama,0.6119885597200403
8109,148424,chi-raq,Comedy Drama,0.6119885597200403
8006,140816,tangerine,Comedy Drama,0.6119885597200403
4979,26003,night and fog (nuit et brouillard),Crime Documentary War,0.6119885597200403
5902,53883,"power of nightmares, the: the rise of the politics of fear",Documentary,0.6119885597200403
4981,26048,"human condition ii, the (ningen no joken ii)",Drama War,0.6119885597200403
7991,140162,love,Drama Romance,0.6119885597200403
5608,44931,secrets of a soul (geheimnisse einer seele),Drama,0.6119885597200403
6874,87660,too big to fail,Drama,0.6119885597200403
6276,65225,zeitgeist: addendum,Documentary,0.6119885597200403
7265,100553,frozen planet,Documentary,0.6119885597200403
8064,144478,"sex, drugs & taxation",Comedy Drama,0.6119885597200403
7139,96084,hands over the city (le mani sulla città),Drama,0.6119885597200403
7881,133802,slow west,Action Thriller Western,0.6119885597200403
4983,26059,when a woman ascends the stairs (onna ga kaidan wo agaru toki),Drama,0.6119885597200403
3188,4612,jesus of montreal (jésus de montréal),Drama,0.6119885597200403
5123,27176,style wars,Documentary,0.6119885597200403
5006,26225,"claire's knee (genou de claire, le)",Comedy Romance,0.6119885597200403
4565,7459,carandiru,Crime Drama,0.6119885597200403
8059,143896,how to change the world,Documentary,0.6119885597200403
8132,150696,tomorrow,Documentary,0.6119885597200403
5135,27328,monday,Action Comedy Crime Fantasy Thriller,0.6119885597200403
8549,188833,the man who killed don quixote,Adventure Comedy Fantasy,0.6119885597200403
7015,92391,grave encounters,Horror,0.6096617812357047
640,888,land before time iii: the time of the great giving,Adventure Animation Children Musical,0.6084514264592608
3228,4673,tango & cash,Action Comedy Crime Thriller,0.6081695511160032
6297,66171,push,Sci-Fi Thriller,0.6081587035040454
6787,84942,drive angry,Action Fantasy Thriller,0.6081587035040454
7313,102684,only god forgives,Drama Thriller,0.6081587035040454
8521,184015,when we first met,Comedy,0.6081587035040454
7240,99750,"iceman, the",Crime Drama Thriller,0.6081587035040454
4575,7564,kwaidan (kaidan),Horror,0.6076328760083898
92,106,nobody loves me (keiner liebt mich),Comedy Drama,0.6074720145519499
4108,6554,garage days,Comedy Musical,0.6073777439733016
7621,114713,annabelle,Horror,0.6072895811380091
6121,59738,all the boys love mandy lane,Horror Mystery Thriller,0.6070350156353705
6178,61255,"rocker, the",Comedy,0.6067827772717937
5245,31184,appleseed (appurushîdo),Action Animation Fantasy Sci-Fi,0.6058785907713518
631,867,carpool,Comedy Crime,0.6056479443965347
8537,185473,blockers,Comedy,0.6040097885584284
4246,6821,more american graffiti,Comedy,0.6040097885584284
8530,184987,a wrinkle in time,Adventure Children Fantasy Sci-Fi,0.6040097885584284
4611,7730,matinee,Comedy Drama,0.6040097885584284
2943,4202,fuzz,Drama,0.6040097885584284
4646,7891,"last man on earth, the (ultimo uomo della terra, l')",Drama Horror Sci-Fi,0.6040097885584284
7757,124484,kenny & company,Comedy Drama,0.6040097885584284
1834,2555,baby geniuses,Comedy,0.6025531979714537
5134,27320,"nine lives of tomas katz, the",Comedy Drama Fantasy,0.6020872491149785
6346,68486,red cliff part ii (chi bi xia: jue zhan tian xia),Action Drama War,0.6020872491149785
3532,5279,impromptu,Comedy Romance,0.6020872491149785
5352,33312,"cocoanuts, the",Comedy Musical,0.600998859509156
6803,85354,mesrine: public enemy #1 (l'ennemi public n°1),Action Crime,0.5995619503393907
5557,43708,block party (a.k.a. dave chappelle's block party),Comedy Documentary,0.5993658813324362
5427,36289,asterix & obelix vs. caesar (astérix et obélix contre césar),Adventure Children Comedy Fantasy,0.5990651384198508
7293,101962,wolf children (okami kodomo no ame to yuki),Animation Fantasy,0.5990651384198508
6065,58297,doomsday,Action Drama Sci-Fi Thriller,0.5990651384198508
6530,73804,asterix at the olympic games (astérix aux jeux olympiques),Adventure Children Comedy Fantasy,0.5990651384198508
7611,114246,"walk among the tombstones, a",Action Crime Mystery Thriller,0.5978375189002385
7429,106441,"book thief, the",Children Drama War,0.5978375189002385
7439,106785,homefront,Action Crime Thriller,0.5978375189002385
6123,59810,recount,Drama,0.5976610217036774
1068,1458,touch,Drama Fantasy Romance,0.597562565576991
6710,81512,hereafter,Drama Fantasy,0.5944817826713114
6127,59985,chaos theory,Comedy Drama Romance,0.5944817826713114
6381,69516,"limits of control, the",Crime Drama Film-Noir,0.5939685360396778
2141,3007,american movie,Documentary,0.5921162770712778
4651,7920,desperate living,Comedy Crime,0.5921162770712778
6463,71640,burma vj: reporting from a closed country (burma vj: reporter i et lukket land),Documentary,0.5921162770712778
4453,7181,ship of fools,Drama,0.5921162770712778
2969,4236,keep the river on your right: a modern cannibal tale,Documentary,0.5921162770712778
830,1162,"ruling class, the",Comedy Drama,0.5909984531270689
3440,5059,little dieter needs to fly,Documentary,0.5901710817398866
3661,5513,martin lawrence live: runteldat,Comedy Documentary,0.5901710817398866
6912,89208,walled in,Horror Thriller,0.5895781920353624
5615,45106,american dreamz,Comedy Drama,0.5877267099806917
3258,4722,all over the guy,Comedy,0.5877267099806917
2939,4195,"abominable dr. phibes, the",Horror Mystery,0.5864253147721261
218,269,my crazy life (mi vida loca),Drama,0.5839326746014984
767,1053,normal life,Crime Drama Romance,0.5839326746014984
2489,3514,joe gould's secret,Drama,0.5839326746014984
1412,2008,"this world, then the fireworks",Crime Drama Film-Noir,0.5839326746014984
3088,4436,obsession,Mystery Thriller,0.5839326746014984
3078,4420,"barefoot contessa, the",Drama,0.5839326746014984
2521,3559,limelight,Comedy Drama Romance,0.5839326746014984
2273,3183,"third miracle, the",Drama,0.5839326746014984
2255,3158,"emperor and the assassin, the (jing ke ci qin wang)",Drama,0.5839326746014984
1156,1612,"kiss me, guido",Comedy,0.5839326746014984
264,320,suture,Film-Noir Thriller,0.5839326746014984
809,1119,drunks,Drama,0.5839326746014984
3014,4312,himalaya (himalaya - l'enfance d'un chef),Adventure Drama,0.5839326746014984
1945,2727,killer's kiss,Crime Film-Noir,0.5839326746014984
1825,2544,"school of flesh, the (école de la chair, l')",Drama Romance,0.5839326746014984
3291,4784,"french lieutenant's woman, the",Drama,0.5839326746014984
3246,4705,"cage aux folles, la",Comedy,0.5839326746014984
1131,1585,love serenade,Comedy,0.5839326746014984
1857,2586,goodbye lover,Comedy Crime Thriller,0.5839326746014984
962,1312,female perversions,Drama,0.5839326746014984
5693,47810,"wicker man, the",Horror Mystery Thriller,0.5833026596530619
5018,26326,"holy mountain, the (montaña sagrada, la)",Drama,0.5832942095662093
7018,92475,all watched over by machines of loving grace,Documentary,0.5832942095662093
1120,1565,head above water,Comedy Thriller,0.5825895136494776
2874,4078,amazing grace and chuck,Drama,0.5825895136494776
402,486,life with mikey,Comedy,0.5825895136494776
6678,80454,princess (prinsessa),Drama,0.5814624551038057
2508,3544,shakes the clown,Comedy,0.5814358425442232
6840,86548,water for elephants,Drama Romance,0.5810215456539896
1826,2546,"deep end of the ocean, the",Drama,0.580633888466282
4028,6342,"trip, the",Comedy Drama Romance,0.5803995179839415
4178,6692,stoked: the rise and fall of gator,Documentary,0.5803995179839415
49,55,georgia,Drama,0.5799949379620353
267,324,"sum of us, the",Comedy Drama,0.5799949379620353
1531,2147,"clan of the cave bear, the",Adventure Drama Fantasy,0.5799437575243345
2258,3161,onegin,Drama Romance,0.5799437575243345
1680,2365,king kong vs. godzilla (kingukongu tai gojira),Action Sci-Fi,0.5799437575243345
2367,3331,my tutor,Drama,0.5799437575243345
3727,5638,godzilla vs. mothra (mosura tai gojira),Action Adventure Fantasy Sci-Fi,0.5799437575243345
1616,2286,"fiendish plot of dr. fu manchu, the",Comedy,0.5799437575243345
3729,5643,powaqqatsi,Documentary,0.5795713120395122
6724,81831,"first beautiful thing, the (la prima cosa bella)",Comedy Drama,0.5768962969164342
5075,26732,johnny stecchino,Comedy,0.5768962969164342
1058,1440,amos & andrew,Comedy,0.5765139574000251
7667,117109,too many cooks,Comedy,0.5737016324491724
6086,58842,assembly (ji jie hao) ,Action Drama War,0.5736845261322435
6380,69495,breakfast with scot,Drama Romance,0.5734684878025188
8457,176051,lego dc super hero girls: brain drain,Animation,0.5734684878025188
8478,178615,front cover,Comedy Drama Romance,0.5734684878025188
5558,43744,imagine me & you,Comedy Drama Romance,0.5734684878025188
8518,183635,maze runner: the death cure,Action Mystery Sci-Fi Thriller,0.5734684878025188
7861,132454,girltrash: all night long,Comedy Crime Drama,0.5734684878025188
7030,92954,prayers for bobby,Drama,0.5734684878025188
8509,182793,the purple sea,Drama,0.5734684878025188
505,618,two much,Comedy Romance,0.5704481938755732
604,808,alaska,Adventure Children,0.5704481938755732
3639,5476,halloween: resurrection (halloween 8),Horror Thriller,0.5696255986010278
502,615,bread and chocolate (pane e cioccolata),Comedy Drama,0.5680955262231527
1467,2075,mephisto,Drama War,0.567791409298468
7572,112512,colourful (karafuru),Animation Drama Fantasy Mystery,0.5677029533144922
2963,4229,say it isn't so,Comedy Romance,0.5665199771071608
1842,2566,doug's 1st movie,Animation Children,0.5653717346993852
8022,141846,steve jobs: the man in the machine,Documentary,0.5645945810314882
7339,103221,not suitable for children,Comedy Romance,0.5640702107833715
7003,91935,albatross,Drama,0.5640702107833715
7008,92048,"whistleblower, the",Drama Thriller,0.5640702107833715
6603,77421,cyrus,Comedy Drama Romance,0.5640702107833715
6789,84950,take me home tonight,Comedy Drama,0.5640702107833715
7659,116849,sex ed,Comedy Romance,0.5640702107833715
8350,168350,100 streets,Drama,0.5640702107833715
8294,164647,dirty 30,Comedy Romance,0.5640702107833715
7072,94494,96 minutes ,Drama Thriller,0.5640702107833715
7525,110611,cold in july,Drama Thriller,0.5640702107833715
8299,165075,london town,Drama,0.5640702107833715
5235,31000,sweet liberty,Comedy,0.5640702107833715
6841,86593,african cats,Adventure Documentary,0.5640702107833715
7666,117107,miss meadows,Drama,0.5640702107833715
7715,120783,son of a gun,Action Crime Drama,0.5640702107833715
6742,82378,all good things,Drama Mystery Thriller,0.5640702107833715
5976,55294,weirdsville,Comedy Crime Drama,0.5640702107833715
8131,150604,moonwalkers,Comedy,0.5640702107833715
8049,143257,ashby,Comedy Drama,0.5640702107833715
8195,157340,the angry birds movie,Animation Comedy,0.5640702107833715
8192,157270,barbershop: the next cut,Comedy,0.5640702107833715
7365,103755,turbo,Adventure Animation Children Comedy Fantasy,0.5640702107833715
8277,162828,imperium,Crime Drama Thriller,0.5640702107833715
7025,92665,"for a good time, call...",Comedy Drama Romance,0.5640702107833715
6658,79590,"rebound, the",Comedy Romance,0.5640702107833715
6957,90719,j. edgar,Drama,0.5640702107833715
8360,169180,american fable,Thriller,0.5640702107833715
7257,100326,stand up guys,Comedy Crime,0.5640702107833715
5868,52730,it's a very merry muppet christmas movie,Children Comedy,0.5640702107833715
7885,134021,5 to 7,Comedy Drama Romance,0.5640702107833715
8180,156553,zoom,Animation Comedy Drama,0.5640702107833715
7125,95744,2 days in new york,Comedy,0.5640702107833715
8185,156706,the trust,Crime Thriller,0.5640702107833715
7780,127136,true story,Drama Mystery Thriller,0.5640702107833715
3324,4845,corky romano,Comedy Crime,0.5634961556759566
2555,3619,"hollywood knights, the",Comedy,0.5629832511483169
968,1324,amityville: dollhouse,Horror,0.5618795081629595
7398,104908,insidious: chapter 2,Horror Thriller,0.5610175036047864
5228,30848,"love song for bobby long, a",Drama,0.5609130129817087
8041,142558,if i were a rich man,Comedy,0.5601293993989873
6528,73681,"concert, le",Comedy Drama,0.5601293993989873
6981,91470,violet & daisy,Action Drama,0.5592450875443933
2735,3884,"crew, the",Comedy,0.5583373080930395
4233,6803,phenomena (a.k.a. creepers),Horror Mystery Thriller,0.5580369925572268
5585,44301,lights in the dusk (laitakaupungin valot),Crime Drama,0.5580369925572268
4238,6810,sleeping with the enemy,Drama Thriller,0.5580369925572268
5316,32600,eros,Drama,0.5580369925572268
6011,56333,"savages, the",Comedy Drama,0.5580369925572268
3238,4689,"cat o' nine tails, the (gatto a nove code, il)",Mystery Thriller,0.5580369925572268
3681,5550,love me tender,Musical Western,0.5580369925572268
5317,32620,not on the lips (pas sur la bouche),Comedy Musical Romance,0.5580369925572268
4974,25946,"three musketeers, the",Action Adventure Drama Romance,0.5580369925572268
3660,5512,secret ballot (raye makhfi),Comedy,0.5580369925572268
3239,4690,"cotton club, the",Crime Musical,0.5580369925572268
472,573,"ciao, professore! (io speriamo che me la cavo)",Drama,0.5580369925572268
4849,8748,"yesterday, today and tomorrow (ieri, oggi, domani)",Comedy,0.5580369925572268
808,1117,"eighth day, the (huitième jour, le)",Drama,0.5580369925572268
3397,4977,kandahar (safar e ghandehar),Drama,0.5580369925572268
5163,27644,remember me (ricordati di me),Comedy Drama Romance,0.5580369925572268
1564,2187,stage fright,Mystery Romance Thriller,0.5580369925572268
5251,31309,rocco and his brothers (rocco e i suoi fratelli),Crime Drama,0.5580369925572268
3918,6111,paradise,Adventure Romance,0.5580369925572268
5707,48214,land of plenty (angst and alienation in america),Drama,0.5580369925572268
4087,6516,anastasia,Drama,0.5580369925572268
1280,1829,chinese box,Drama Romance,0.5580369925572268
5129,27255,"wind will carry us, the (bad ma ra khahad bord)",Drama,0.5580369925572268
828,1156,"children are watching us, the (bambini ci guardano, i)",Drama,0.5580369925572268
4523,7344,"wrong arm of the law, the",Comedy Crime,0.5580369925572268
3864,5975,war and peace,Drama Romance War,0.5580369925572268
4839,8685,"miracle of marcelino, the (marcelino pan y vino)",Comedy Drama,0.5580369925572268
1183,1650,washington square,Drama,0.5580369925572268
1089,1493,love and other catastrophes,Romance,0.5580369925572268
5086,26796,"heart in winter, a (un coeur en hiver)",Drama Romance,0.5580369925572268
4901,8916,shall we dance?,Comedy Romance,0.5580369925572268
3015,4313,"man who cried, the",Drama,0.5580369925572268
6450,71462,"cove, the",Documentary,0.5577033310350223
3111,4471,arthur 2: on the rocks,Comedy Romance,0.5546267815632284
327,389,"colonel chabert, le",Drama Romance War,0.5533048678844426
4427,7134,"element of crime, the (forbrydelsens element)",Drama Thriller,0.5532265829818093
8533,185031,alpha,Adventure Thriller,0.552333721465995
5328,32892,ivan's childhood (a.k.a. my name is ivan) (ivanovo detstvo),Drama War,0.5515785793505524
2119,2977,crazy in alabama,Comedy Drama,0.5514541208911499
1749,2446,in dreams,Horror Thriller,0.5514541208911499
6519,73319,leap year,Comedy Romance,0.5511694458219749
5404,34330,november,Drama Mystery,0.5508836786776665
6238,63540,beverly hills chihuahua,Adventure Children Comedy,0.5507380396392347
1149,1604,money talks,Action Comedy,0.5504060338018262
638,885,bogus,Children Drama Fantasy,0.5502532395742268
5097,26871,my father the hero,Comedy Romance,0.5502532395742268
7122,95717,treasure island,Adventure,0.5502532395742268
6349,68552,crossing over,Drama,0.5502532395742268
5142,27420,teknolust,Comedy Drama Romance Sci-Fi,0.5502532395742268
3179,4597,gleaming the cube,Action Drama Mystery,0.5502532395742268
3134,4511,high spirits,Comedy,0.5502532395742268
5079,26764,captain america,Action Fantasy Sci-Fi Thriller War,0.5502532395742268
7662,116941,jetsons: the movie,Animation Children Comedy Musical Sci-Fi,0.5502532395742268
1924,2698,zone 39,Sci-Fi,0.5502532395742268
6421,70703,christopher columbus: the discovery,Adventure,0.5502532395742268
3479,5131,how to kill your neighbor's dog,Comedy Drama,0.5502532395742268
5046,26567,club paradise,Comedy,0.5502532395742268
3614,5442,v. i. warshawski,Action Comedy Crime,0.5502532395742268
5083,26782,"mambo kings, the",Drama Musical,0.5502532395742268
6353,68650,powder blue,Drama,0.5502532395742268
7274,101074,"legend of sleepy hollow, the",Animation Comedy Horror Musical,0.5502532395742268
5050,26593,hell comes to frogtown,Action Comedy Sci-Fi,0.5502532395742268
3576,5361,white fang,Adventure,0.5502532395742268
5304,32440,if looks could kill,Action Comedy,0.5502532395742268
5121,27155,"batman/superman movie, the",Action Adventure Animation Children Fantasy Sci-Fi,0.5502532395742268
7956,137345,that demon within,Crime Thriller,0.5502532395742268
3193,4617,let it ride,Comedy,0.5502532395742268
6581,75947,mondo cane,Documentary,0.5502532395742268
5290,32058,class action,Drama,0.5502532395742268
5069,26700,nuns on the run,Comedy Crime,0.5502532395742268
5118,27124,bleeder,Drama Thriller,0.5502532395742268
4253,6851,"gas, food, lodging",Drama Romance,0.5502532395742268
4687,8045,hamburger hill,Action Drama War,0.5502532395742268
7034,93208,mickey's the prince and the pauper,Animation Children,0.5502532395742268
4234,6804,crimewave,Comedy Crime,0.5502532395742268
4332,6998,house of cards,Drama,0.5502532395742268
2527,3571,time code,Comedy Drama,0.5502532395742268
6000,56022,harrison bergeron,Drama Sci-Fi,0.5502532395742268
3915,6093,"last unicorn, the",Animation Children Fantasy,0.5502532395742268
4672,7988,space truckers,Comedy Sci-Fi,0.5502532395742268
6827,86286,daffy duck's quackbusters,Animation Children Comedy Horror,0.5502532395742268
4089,6523,mr. baseball,Comedy Romance,0.5502532395742268
2746,3906,under suspicion,Crime Thriller,0.5502532395742268
4013,6320,scenes from a mall,Comedy,0.5502532395742268
7349,103366,redemption (hummingbird),Action Crime Thriller,0.5502532395742268
7063,94122,comic-con episode iv: a fan's hope,Documentary,0.5502532395742268
6836,86355,atlas shrugged: part 1,Drama Mystery Sci-Fi,0.5502532395742268
1146,1601,hoodlum,Crime Drama Film-Noir,0.5502532395742268
6126,59947,"protector, the",Action Comedy Drama Thriller,0.5502532395742268
5652,46367,"public eye, the",Crime Thriller,0.5502532395742268
4844,8720,"super, the",Comedy,0.5502532395742268
7392,104837,rage of honor,Action Crime,0.5502532395742268
1150,1605,excess baggage,Adventure Romance,0.5502532395742268
2619,3709,sleepwalkers,Horror,0.5502532395742268
4604,7707,"he said, she said",Comedy Drama Romance,0.5502532395742268
4946,9005,fire in the sky,Drama Mystery Sci-Fi,0.5502532395742268
8306,165529,flowers for algernon,Drama,0.5502532395742268
8065,144522,sky high,Action Horror Thriller,0.5502532395742268
5583,44241,leprechaun 3,Comedy Fantasy Horror,0.5502532395742268
4993,26142,major dundee,Adventure War Western,0.5502532395742268
4455,7191,blame it on the bellboy,Comedy,0.5502532395742268
5937,54908,taxi 4,Action Comedy,0.5502532395742268
8184,156675,project x,Mystery Sci-Fi,0.5502532395742268
8362,169904,guyver: dark hero,Sci-Fi,0.5502532395742268
6312,66915,rock-a-doodle,Adventure Animation Children Musical,0.5502532395742268
4423,7125,spring forward,Drama,0.5502532395742268
5743,49110,mom and dad save the world,Comedy Sci-Fi,0.5502532395742268
2972,4240,just visiting,Comedy Fantasy,0.5502532395742268
3751,5689,billy bathgate,Crime Drama,0.5502532395742268
4191,6720,kuffs,Action Comedy Crime,0.5502532395742268
6169,61073,hell ride,Action Drama Thriller,0.5502532395742268
5555,43677,"tuskegee airmen, the",Drama War,0.5502532395742268
4762,8425,meet the applegates,Comedy,0.5502532395742268
8106,148166,hitchcock/truffaut,Documentary,0.5498502617203099
7177,97285,take aim at the police van (sono gosôsha wo nerae: 'jûsangô taihisen' yori),Action Crime Mystery,0.5498502617203099
6404,70206,"collector, the",Crime Horror Thriller,0.5498502617203099
6633,78626,barking dogs never bite (flandersui gae),Comedy Horror,0.5498502617203099
3482,5136,wendigo,Drama Horror,0.5498502617203099
6182,61319,somers town,Drama,0.5498502617203099
8208,158721,gen-x cops,Action Comedy Thriller,0.5498502617203099
7547,111663,zombeavers,Action Comedy Horror,0.5498502617203099
3916,6095,dragon lord (a.k.a. dragon strike) (long xiao ye),Action,0.5498502617203099
7543,111551,afflicted,Horror Sci-Fi Thriller,0.5498502617203099
5027,26399,five deadly venoms,Action,0.5498502617203099
6230,63179,tokyo!,Drama,0.5498502617203099
6751,82765,little big soldier (da bing xiao jiang),Action Adventure Comedy Drama War,0.5498502617203099
7260,100397,"abcs of death, the",Horror,0.5498502617203099
5871,52831,maniac cop,Action Crime Horror Thriller,0.5498502617203099
6232,63276,crows zero (kurôzu zero),Action,0.5498502617203099
4414,7108,crime story (zhong an zu),Action Crime Drama,0.5498502617203099
7605,114044,honeymoon,Horror,0.5498502617203099
8157,152372,southbound,Horror,0.5498502617203099
6316,67168,dance of the dead,Adventure Comedy Horror,0.5498502617203099
7591,113313,"den, the",Horror Thriller,0.5498502617203099
6301,66310,frontière(s),Drama Horror Thriller,0.5498502617203099
7216,98633,my lucky stars (fuk sing go jiu),Action Comedy,0.5498502617203099
7083,94867,"pact, the",Horror Mystery Thriller,0.5498502617203099
6045,57637,"signal, the",Horror Sci-Fi Thriller,0.5498502617203099
6808,85412,"troll hunter, the (trolljegeren)",Fantasy Horror,0.5498502617203099
8289,163981,31,Horror,0.5498502617203099
8288,163937,blair witch,Horror Thriller,0.5498502617203099
7819,130052,clown,Drama Horror,0.5498502617203099
7197,98061,himizu,Children Crime Drama,0.5498502617203099
6091,58975,"ruins, the",Horror Thriller,0.5498502617203099
7338,103219,maniac,Horror Thriller,0.5498502617203099
6245,64010,"children, the",Horror,0.5498502617203099
7914,135534,krampus,Comedy Fantasy Horror,0.5498502617203099
6033,57183,like stars on earth (taare zameen par),Drama,0.5496153884102568
4972,25937,easter parade,Musical Romance,0.5489844167174539
4949,25746,"hunchback of notre dame, the",Drama Horror,0.5489844167174539
6547,74450,valentine's day,Comedy Romance,0.5489844167174539
6503,72731,"lovely bones, the",Crime Drama Fantasy Horror Thriller,0.5489844167174539
5099,26887,"langoliers, the",Drama Fantasy Horror Mystery Sci-Fi Thriller,0.547774842318625
7332,103048,"kings of summer, the",Comedy,0.547774842318625
4323,6986,ben-hur: a tale of the christ,Adventure Drama Romance,0.5475314660201065
4469,7223,d.o.a.,Drama Film-Noir Mystery,0.5474056530432577
4704,8153,lust for life,Drama,0.5474056530432577
4751,8375,"hunting of the president, the",Documentary,0.5474056530432577
4133,6603,"double life, a",Crime Drama Film-Noir,0.5474056530432577
2478,3502,my life,Drama,0.5474056530432577
3413,5007,topkapi,Adventure Comedy Thriller,0.5474056530432577
4389,7073,"shot in the dark, a",Comedy Crime Mystery,0.5474056530432577
1031,1398,in love and war,Romance War,0.5474056530432577
4913,8943,being julia,Comedy Drama,0.5474056530432577
2935,4189,"greatest story ever told, the",Drama,0.5474056530432577
4842,8714,night and day,Drama Musical,0.5474056530432577
4765,8446,sands of iwo jima,Action Drama Romance War,0.5474056530432577
3815,5875,personal velocity,Drama,0.5474056530432577
2624,3714,clara's heart,Drama,0.5474056530432577
4756,8382,hello again,Comedy,0.5474056530432577
8312,165947,the true memoirs of an international assassin,Action Comedy,0.5471019425734822
7564,112316,jersey boys,Drama Musical,0.547098706026313
7183,97665,asterix & obelix: god save britannia (astérix et obélix: au service de sa majesté),Adventure Comedy,0.547098706026313
6427,70990,if these walls could talk,Drama,0.5466380646075248
5238,31049,out cold,Comedy Thriller,0.5466380646075248
6398,69904,open water 2: adrift,Drama Thriller,0.5466380646075248
5147,27473,american psycho ii: all american girl,Comedy Crime Horror Mystery Thriller,0.5466380646075248
5697,47978,sherrybaby,Drama,0.5466380646075248
6057,58107,step up 2 the streets,Drama Musical Romance,0.5466380646075248
3189,4613,k-9,Action Comedy Crime,0.5463722780295177
540,692,solo,Action Sci-Fi Thriller,0.5459906121676882
2901,4130,maid to order,Comedy Fantasy,0.5457803034436887
5886,53140,"librarian: quest for the spear, the",Action Adventure Comedy Fantasy Romance,0.5448651284875812
6508,72982,alice,Action Adventure Fantasy,0.5448651284875812
7942,136556,kung fu panda: secrets of the masters,Animation Children,0.5446158456947846
6898,88746,terri,Comedy,0.5440851201774193
4655,7932,dark days,Documentary,0.543989830862258
6783,84716,castaway on the moon (kimssi pyoryugi),Comedy Drama Romance,0.543989830862258
4474,7238,ashes and diamonds (popiól i diament),Drama War,0.543989830862258
6680,80478,"man vanishes, a (ningen johatsu)",Documentary Drama Mystery,0.543989830862258
4997,26158,closely watched trains (ostre sledované vlaky),Comedy Drama War,0.543989830862258
7318,102742,tie xi qu: west of the tracks (tiexi qu),Documentary,0.543989830862258
7076,94735,walking with monsters,Documentary,0.543989830862258
3803,5838,madame bovary,Drama,0.543989830862258
6596,77191,death at a funeral,Comedy,0.543989830862258
2712,3845,and god created woman (et dieu... créa la femme),Drama,0.543989830862258
8217,158972,toni erdmann,Drama,0.543989830862258
7804,128902,the forgotten space,Documentary,0.543989830862258
7407,105254,crystal fairy & the magical cactus and 2012,Adventure Comedy,0.543989830862258
6767,83976,"trip, the",Comedy Drama,0.543989830862258
5264,31545,"trou, le (hole, the) (night watch, the)",Crime Film-Noir,0.543989830862258
6855,86922,nothing to declare (rien à déclarer),Comedy,0.543989830862258
6501,72714,earthlings,Documentary,0.543989830862258
6565,74791,"town called panic, a (panique au village)",Animation,0.543989830862258
7782,127180,"story of film: an odyssey, the",Documentary,0.543989830862258
4713,8190,"americanization of emily, the",Comedy Drama War,0.543989830862258
7758,124853,why man creates,Animation Documentary,0.543989830862258
6642,79073,when you're strange,Documentary,0.543989830862258
5772,49917,when the levees broke: a requiem in four acts,Documentary,0.543989830862258
6144,60408,welcome to the sticks (bienvenue chez les ch'tis),Comedy,0.543989830862258
7253,100277,tabu,Drama Romance,0.543989830862258
5914,54185,manufactured landscapes,Documentary,0.543989830862258
5700,48001,"bow, the (hwal)",Drama Romance,0.543989830862258
6583,76054,oceans (océans),Documentary Drama,0.543989830862258
7288,101741,trance,Crime Thriller,0.543989830862258
6937,90245,antonio gaudí,Documentary,0.543989830862258
3971,6241,pauline at the beach (pauline à la plage),Comedy Drama Romance,0.543989830862258
8090,147002,eros,Drama Romance,0.543989830862258
6798,85213,"sunset limited, the",Drama,0.543989830862258
6324,67508,"baader meinhof komplex, der",Action Crime Drama Thriller,0.543989830862258
7246,100044,human planet,Documentary,0.543989830862258
7000,91860,"way south, the (de weg naar het zuiden)",Documentary,0.543989830862258
6433,71131,"most hated family in america, the",Documentary,0.543989830862258
8057,143525,chasuke's journey,Comedy Drama,0.543989830862258
7776,127114,the end of the tour,Drama,0.543989830862258
4032,6349,breakin',Drama Musical,0.5436749121668113
5380,33830,herbie: fully loaded,Adventure Comedy Romance,0.5429288099281433
4483,7257,"big bounce, the",Comedy Crime Thriller,0.5425519756798013
6050,57910,teeth,Comedy Horror,0.5424879886351729
1536,2152,air bud: golden receiver,Children Comedy,0.5424879886351729
5787,50440,primeval,Horror Thriller,0.5424879886351729
5780,50147,black christmas,Action Horror Thriller,0.5424879886351729
1742,2432,stepmom,Drama,0.5424879886351729
